,index,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
468,2760,,,,,,,,,,,,
469,3690,,,,,,,,,,,,
470,3645,,,,,,,,,,,,
471,259,10.0,0.31,0.47,2.6,0.085,14.0,33.0,0.99965,3.36,0.8,10.5,7.0
472,3680,,,,,,,,,,,,
473,1299,7.6,1.58,0.0,2.1,0.13699999999999998,5.0,9.0,0.9947600000000001,3.5,0.4,10.9,3.0
474,4304,,,,,,,,,,,,
475,3425,,,,,,,,,,,,
476,4008,,,,,,,,,,,,
477,3440,,,,,,,,,,,,
478,3502,,,,,,,,,,,,
479,2828,,,,,,,,,,,,
480,50,8.8,0.66,0.26,1.7,0.07400000000000001,4.0,23.0,0.9971,3.15,0.74,9.2,5.0
481,1291,8.2,0.635,0.1,2.1,0.073,25.0,60.0,0.9963799999999999,3.29,0.75,10.9,6.0
482,36,7.8,0.6,0.14,2.4,0.086,3.0,15.0,0.9975,3.42,0.6,10.8,6.0
483,814,12.6,0.41,0.54,2.8,0.10300000000000001,19.0,41.0,0.99939,3.21,0.76,11.3,6.0
484,3762,,,,,,,,,,,,
485,190,8.2,0.5,0.35,2.9,0.077,21.0,127.0,0.9976,3.23,0.62,9.4,5.0
486,327,10.3,0.44,0.5,4.5,0.107,5.0,13.0,0.998,3.28,0.83,11.5,5.0
487,47,8.7,0.29,0.52,1.6,0.113,12.0,37.0,0.9969,3.25,0.58,9.5,5.0
488,1105,6.3,0.57,0.28,2.1,0.048,13.0,49.0,0.99374,3.41,0.6,12.8,5.0
489,4489,,,,,,,,,,,,
490,2692,,,,,,,,,,,,
491,2463,,,,,,,,,,,,
492,2835,,,,,,,,,,,,
493,2039,,,,,,,,,,,,
494,1365,7.8,0.5,0.09,2.2,0.115,10.0,42.0,0.9971,3.18,0.62,9.5,5.0
495,2117,,,,,,,,,,,,
496,89,7.0,0.62,0.08,1.8,0.076,8.0,24.0,0.9978,3.48,0.53,9.0,5.0
497,3420,,,,,,,,,,,,
498,2115,,,,,,,,,,,,
499,3964,,,,,,,,,,,,
500,3596,,,,,,,,,,,,
501,2408,,,,,,,,,,,,
502,4734,,,,,,,,,,,,
503,2314,,,,,,,,,,,,
504,3606,,,,,,,,,,,,
505,1015,10.5,0.39,0.46,2.2,0.075,14.0,27.0,0.99598,3.06,0.84,11.4,6.0
506,4832,,,,,,,,,,,,
507,1577,6.2,0.7,0.15,5.1,0.076,13.0,27.0,0.9962200000000001,3.54,0.6,11.9,6.0
508,4422,,,,,,,,,,,,
509,4034,,,,,,,,,,,,
510,3642,,,,,,,,,,,,
511,3995,,,,,,,,,,,,
512,565,12.7,0.6,0.49,2.8,0.075,5.0,19.0,0.9994,3.14,0.57,11.4,5.0
513,1783,,,,,,,,,,,,
514,1281,7.1,0.46,0.2,1.9,0.077,28.0,54.0,0.9956,3.37,0.64,10.4,6.0
515,1360,9.2,0.54,0.31,2.3,0.11199999999999999,11.0,38.0,0.9969899999999999,3.24,0.56,10.9,5.0
516,2547,,,,,,,,,,,,
517,2046,,,,,,,,,,,,
518,2309,,,,,,,,,,,,
519,518,10.9,0.21,0.49,2.8,0.08800000000000001,11.0,32.0,0.9972,3.22,0.68,11.7,6.0
520,380,8.3,0.26,0.42,2.0,0.08,11.0,27.0,0.9974,3.21,0.8,9.4,6.0
521,60,8.8,0.4,0.4,2.2,0.079,19.0,52.0,0.998,3.44,0.64,9.2,5.0
522,2287,,,,,,,,,,,,
523,133,6.6,0.5,0.01,1.5,0.06,17.0,26.0,0.9952,3.4,0.58,9.8,6.0
524,3063,,,,,,,,,,,,
525,3601,,,,,,,,,,,,
526,1596,6.3,0.51,0.13,2.3,0.076,29.0,40.0,0.99574,3.42,0.75,11.0,6.0
527,2558,,,,,,,,,,,,
528,108,8.0,0.33,0.53,2.5,0.091,18.0,80.0,0.9976,3.37,0.8,9.6,6.0
529,1602,,,,,,,,,,,,
530,4405,,,,,,,,,,,,
531,4161,,,,,,,,,,,,
532,1372,8.7,0.78,0.51,1.7,0.415,12.0,66.0,0.99623,3.0,1.17,9.2,5.0
533,3522,,,,,,,,,,,,
534,4236,,,,,,,,,,,,
535,2609,,,,,,,,,,,,
536,2064,,,,,,,,,,,,
537,3508,,,,,,,,,,,,
538,4552,,,,,,,,,,,,
539,1373,7.7,0.75,0.27,3.8,0.11,34.0,89.0,0.99664,3.24,0.45,9.3,5.0
540,1922,,,,,,,,,,,,
541,1005,6.8,0.36,0.32,1.8,0.067,4.0,8.0,0.9928,3.36,0.55,12.8,7.0
542,481,9.4,0.3,0.56,2.8,0.08,6.0,17.0,0.9964,3.15,0.92,11.7,8.0
543,2937,,,,,,,,,,,,
544,3704,,,,,,,,,,,,
545,3999,,,,,,,,,,,,
546,3934,,,,,,,,,,,,
547,1393,8.0,0.52,0.25,2.0,0.078,19.0,59.0,0.9961200000000001,3.3,0.48,10.2,5.0
548,2379,,,,,,,,,,,,
549,1001,9.9,0.35,0.38,1.5,0.057999999999999996,31.0,47.0,0.9967600000000001,3.26,0.82,10.6,7.0
550,4682,,,,,,,,,,,,
551,411,9.1,0.45,0.35,2.4,0.08,23.0,78.0,0.9987,3.38,0.62,9.5,5.0
552,4719,,,,,,,,,,,,
553,3098,,,,,,,,,,,,
554,512,10.7,0.4,0.48,2.1,0.125,15.0,49.0,0.998,3.03,0.81,9.7,6.0
555,2240,,,,,,,,,,,,
556,2956,,,,,,,,,,,,
557,415,8.6,0.725,0.24,6.6,0.11699999999999999,31.0,134.0,1.0014,3.32,1.07,9.3,5.0
558,4490,,,,,,,,,,,,
559,3413,,,,,,,,,,,,
560,2266,,,,,,,,,,,,
561,479,9.4,0.685,0.11,2.7,0.077,6.0,31.0,0.9984,3.19,0.7,10.1,6.0
562,2363,,,,,,,,,,,,
563,616,9.6,0.6,0.5,2.3,0.079,28.0,71.0,0.9997,3.5,0.57,9.7,5.0
564,2864,,,,,,,,,,,,
565,3051,,,,,,,,,,,,
566,344,11.9,0.57,0.5,2.6,0.08199999999999999,6.0,32.0,1.0006,3.12,0.78,10.7,6.0
567,3985,,,,,,,,,,,,
568,739,9.0,0.69,0.0,2.4,0.08800000000000001,19.0,38.0,0.9990000000000001,3.35,0.6,9.3,5.0
569,3528,,,,,,,,,,,,
570,4861,,,,,,,,,,,,
571,3881,,,,,,,,,,,,
572,3408,,,,,,,,,,,,
573,4196,,,,,,,,,,,,
574,3404,,,,,,,,,,,,
575,3112,,,,,,,,,,,,
576,3810,,,,,,,,,,,,
577,240,8.9,0.635,0.37,1.7,0.263,5.0,62.0,0.9971,3.0,1.09,9.3,5.0
578,3785,,,,,,,,,,,,
579,356,11.5,0.41,0.52,3.0,0.08,29.0,55.0,1.0001,3.26,0.88,11.0,5.0
580,3121,,,,,,,,,,,,
581,2978,,,,,,,,,,,,
582,1106,8.2,0.23,0.42,1.9,0.069,9.0,17.0,0.9937600000000001,3.21,0.54,12.3,6.0
583,4384,,,,,,,,,,,,
584,1434,10.2,0.54,0.37,15.4,0.214,55.0,95.0,1.00369,3.18,0.77,9.0,6.0
585,1247,7.4,0.55,0.19,1.8,0.08199999999999999,15.0,34.0,0.99655,3.49,0.68,10.5,5.0
586,1549,7.4,0.36,0.3,1.8,0.07400000000000001,17.0,24.0,0.99419,3.24,0.7,11.4,8.0
587,3830,,,,,,,,,,,,
588,247,8.2,0.6,0.17,2.3,0.07200000000000001,11.0,73.0,0.9963,3.2,0.45,9.3,5.0
589,4090,,,,,,,,,,,,
590,2493,,,,,,,,,,,,
591,1910,,,,,,,,,,,,
592,957,9.5,0.37,0.52,2.0,0.08800000000000001,12.0,51.0,0.99613,3.29,0.58,11.1,6.0
593,4160,,,,,,,,,,,,
594,2341,,,,,,,,,,,,
595,4570,,,,,,,,,,,,
596,4576,,,,,,,,,,,,
597,2960,,,,,,,,,,,,
598,3277,,,,,,,,,,,,
599,4387,,,,,,,,,,,,
600,3597,,,,,,,,,,,,
601,3737,,,,,,,,,,,,
602,4448,,,,,,,,,,,,
603,4728,,,,,,,,,,,,
604,2849,,,,,,,,,,,,
605,2167,,,,,,,,,,,,
606,3943,,,,,,,,,,,,
607,3346,,,,,,,,,,,,
608,1072,7.2,0.35,0.26,1.8,0.083,33.0,75.0,0.9968,3.4,0.58,9.5,6.0
609,3103,,,,,,,,,,,,
610,2737,,,,,,,,,,,,
611,4222,,,,,,,,,,,,
612,1374,6.8,0.815,0.0,1.2,0.267,16.0,29.0,0.99471,3.32,0.51,9.8,3.0
613,4651,,,,,,,,,,,,
614,3732,,,,,,,,,,,,
615,375,11.5,0.54,0.71,4.4,0.124,6.0,15.0,0.9984,3.01,0.83,11.8,7.0
616,3469,,,,,,,,,,,,
617,4814,,,,,,,,,,,,
618,4726,,,,,,,,,,,,
619,2660,,,,,,,,,,,,
620,2303,,,,,,,,,,,,
621,3873,,,,,,,,,,,,
622,2236,,,,,,,,,,,,
623,1184,6.7,0.64,0.23,2.1,0.08,11.0,119.0,0.9953799999999999,3.36,0.7,10.9,5.0
624,66,7.5,0.52,0.11,1.5,0.079,11.0,39.0,0.9968,3.42,0.58,9.6,5.0
625,1515,6.9,0.84,0.21,4.1,0.07400000000000001,16.0,65.0,0.9984200000000001,3.53,0.72,9.25,6.0
626,3668,,,,,,,,,,,,
627,4766,,,,,,,,,,,,
628,2590,,,,,,,,,,,,
629,2868,,,,,,,,,,,,
630,2745,,,,,,,,,,,,
631,3368,,,,,,,,,,,,
632,4635,,,,,,,,,,,,
633,4275,,,,,,,,,,,,
634,10,6.7,0.58,0.08,1.8,0.09699999999999999,15.0,65.0,0.9959,3.28,0.54,9.2,5.0
635,2157,,,,,,,,,,,,
636,325,10.0,0.49,0.2,11.0,0.071,13.0,50.0,1.0015,3.16,0.69,9.2,6.0
637,4380,,,,,,,,,,,,
638,1733,,,,,,,,,,,,
639,353,13.5,0.53,0.79,4.8,0.12,23.0,77.0,1.0018,3.18,0.77,13.0,5.0
640,1752,,,,,,,,,,,,
641,4563,,,,,,,,,,,,
642,3288,,,,,,,,,,,,
643,3267,,,,,,,,,,,,
644,4108,,,,,,,,,,,,
645,3212,,,,,,,,,,,,
646,4826,,,,,,,,,,,,
647,3403,,,,,,,,,,,,
648,807,8.2,0.28,0.4,2.4,0.052000000000000005,4.0,10.0,0.99356,3.33,0.7,12.8,7.0
649,2058,,,,,,,,,,,,
650,4482,,,,,,,,,,,,
651,2281,,,,,,,,,,,,
652,3998,,,,,,,,,,,,
653,4193,,,,,,,,,,,,
654,3078,,,,,,,,,,,,
655,1778,,,,,,,,,,,,
656,3281,,,,,,,,,,,,
657,3590,,,,,,,,,,,,
658,258,7.7,0.41,0.76,1.8,0.611,8.0,45.0,0.9968,3.06,1.26,9.4,5.0
659,1649,,,,,,,,,,,,
660,1828,,,,,,,,,,,,
661,746,8.2,0.34,0.38,2.5,0.08,12.0,57.0,0.9978,3.3,0.47,9.0,6.0
662,340,12.2,0.34,0.5,2.4,0.066,10.0,21.0,1.0,3.12,1.18,9.2,6.0
663,2698,,,,,,,,,,,,
664,3126,,,,,,,,,,,,
665,1847,,,,,,,,,,,,
666,3921,,,,,,,,,,,,
667,37,8.1,0.38,0.28,2.1,0.066,13.0,30.0,0.9968,3.23,0.73,9.7,7.0
668,491,9.2,0.41,0.5,2.5,0.055,12.0,25.0,0.9952,3.34,0.79,13.3,7.0
669,1492,6.2,0.65,0.06,1.6,0.05,6.0,18.0,0.9934799999999999,3.57,0.54,11.95,5.0
670,2371,,,,,,,,,,,,
671,4803,,,,,,,,,,,,
672,4270,,,,,,,,,,,,
673,4492,,,,,,,,,,,,
674,1425,8.3,0.26,0.37,1.4,0.076,8.0,23.0,0.9974,3.26,0.7,9.6,6.0
675,3364,,,,,,,,,,,,
676,4844,,,,,,,,,,,,
677,3511,,,,,,,,,,,,
678,3826,,,,,,,,,,,,
679,165,7.8,0.63,0.48,1.7,0.1,14.0,96.0,0.9961,3.19,0.62,9.5,5.0
680,105,8.1,0.575,0.22,2.1,0.077,12.0,65.0,0.9967,3.29,0.51,9.2,5.0
681,2230,,,,,,,,,,,,
682,434,10.4,0.41,0.55,3.2,0.076,22.0,54.0,0.9996,3.15,0.89,9.9,6.0
683,992,6.5,0.4,0.1,2.0,0.076,30.0,47.0,0.99554,3.36,0.48,9.4,6.0
684,4229,,,,,,,,,,,,
685,894,7.2,0.63,0.03,2.2,0.08,17.0,88.0,0.99745,3.53,0.58,9.8,6.0
686,1159,10.2,0.41,0.43,2.2,0.11,11.0,37.0,0.9972799999999999,3.16,0.67,10.8,5.0
687,4848,,,,,,,,,,,,
688,360,8.2,0.7,0.23,2.0,0.099,14.0,81.0,0.9973,3.19,0.7,9.4,5.0
689,2741,,,,,,,,,,,,
690,587,7.3,0.73,0.24,1.9,0.10800000000000001,18.0,102.0,0.9967,3.26,0.59,9.3,5.0
691,2866,,,,,,,,,,,,
692,3004,,,,,,,,,,,,
693,600,8.2,0.915,0.27,2.1,0.08800000000000001,7.0,23.0,0.9962,3.26,0.47,10.0,4.0
694,1115,7.0,0.69,0.07,2.5,0.091,15.0,21.0,0.99572,3.38,0.6,11.3,6.0
695,3701,,,,,,,,,,,,
696,1754,,,,,,,,,,,,
697,4012,,,,,,,,,,,,
698,603,13.2,0.46,0.52,2.2,0.071,12.0,35.0,1.0006,3.1,0.56,9.0,6.0
699,2324,,,,,,,,,,,,
700,4572,,,,,,,,,,,,
701,4746,,,,,,,,,,,,
702,2015,,,,,,,,,,,,
703,1551,7.1,0.67,0.0,2.3,0.083,18.0,27.0,0.9976799999999999,3.44,0.54,9.4,5.0
704,2999,,,,,,,,,,,,
705,3265,,,,,,,,,,,,
706,1750,,,,,,,,,,,,
707,1929,,,,,,,,,,,,
708,3890,,,,,,,,,,,,
709,392,9.5,0.37,0.52,2.0,0.08199999999999999,6.0,26.0,0.998,3.18,0.51,9.5,5.0
710,1742,,,,,,,,,,,,
711,1664,,,,,,,,,,,,
712,4765,,,,,,,,,,,,
713,2177,,,,,,,,,,,,
714,1645,,,,,,,,,,,,
715,3932,,,,,,,,,,,,
716,582,11.7,0.49,0.49,2.2,0.083,5.0,15.0,1.0,3.19,0.43,9.2,5.0
717,1085,6.8,0.48,0.08,1.8,0.07400000000000001,40.0,64.0,0.99529,3.12,0.49,9.6,5.0
718,2430,,,,,,,,,,,,
719,4808,,,,,,,,,,,,
720,4449,,,,,,,,,,,,
721,1950,,,,,,,,,,,,
722,3674,,,,,,,,,,,,
723,3387,,,,,,,,,,,,
724,916,5.3,0.715,0.19,1.5,0.161,7.0,62.0,0.99395,3.62,0.61,11.0,5.0
725,4096,,,,,,,,,,,,
726,1234,7.1,0.75,0.01,2.2,0.059000000000000004,11.0,18.0,0.9924200000000001,3.39,0.4,12.8,6.0
727,354,6.1,0.21,0.4,1.4,0.066,40.5,165.0,0.9912,3.25,0.59,11.9,6.0
728,4446,,,,,,,,,,,,
729,3016,,,,,,,,,,,,
730,708,7.8,0.545,0.12,2.5,0.068,11.0,35.0,0.996,3.34,0.61,11.6,6.0
731,505,10.2,0.49,0.63,2.9,0.07200000000000001,10.0,26.0,0.9968,3.16,0.78,12.5,7.0
732,867,6.9,0.51,0.23,2.0,0.07200000000000001,13.0,22.0,0.9943799999999999,3.4,0.84,11.2,6.0
733,1528,7.9,0.29,0.49,2.2,0.096,21.0,59.0,0.9971399999999999,3.31,0.67,10.1,6.0
734,381,13.7,0.415,0.68,2.9,0.085,17.0,43.0,1.0014,3.06,0.8,10.0,6.0
735,4480,,,,,,,,,,,,
736,2630,,,,,,,,,,,,
737,3695,,,,,,,,,,,,
738,96,6.8,0.775,0.0,3.0,0.102,8.0,23.0,0.9965,3.45,0.56,10.7,5.0
739,2089,,,,,,,,,,,,
740,495,10.7,0.35,0.53,2.6,0.07,5.0,16.0,0.9972,3.15,0.65,11.0,8.0
741,3594,,,,,,,,,,,,
742,3371,,,,,,,,,,,,
743,3271,,,,,,,,,,,,
744,282,7.6,0.52,0.12,3.0,0.067,12.0,53.0,0.9971,3.36,0.57,9.1,5.0
745,1619,,,,,,,,,,,,
746,1811,,,,,,,,,,,,
747,1646,,,,,,,,,,,,
748,686,7.1,0.65,0.18,1.8,0.07,13.0,40.0,0.997,3.44,0.6,9.1,5.0
749,3498,,,,,,,,,,,,
750,3634,,,,,,,,,,,,
751,2179,,,,,,,,,,,,
752,372,9.1,0.28,0.48,1.8,0.067,26.0,46.0,0.9967,3.32,1.04,10.6,6.0
753,2219,,,,,,,,,,,,
754,2185,,,,,,,,,,,,
755,1958,,,,,,,,,,,,
756,3865,,,,,,,,,,,,
757,4562,,,,,,,,,,,,
758,1836,,,,,,,,,,,,
759,1771,,,,,,,,,,,,
760,656,10.7,0.43,0.39,2.2,0.106,8.0,32.0,0.9986,2.89,0.5,9.6,5.0
761,649,6.7,0.42,0.27,8.6,0.068,24.0,148.0,0.9948,3.16,0.57,11.3,6.0
762,2313,,,,,,,,,,,,
763,3101,,,,,,,,,,,,
764,804,8.4,0.52,0.22,2.7,0.084,4.0,18.0,0.99682,3.26,0.57,9.9,6.0
765,967,8.5,0.66,0.2,2.1,0.09699999999999999,23.0,113.0,0.9973299999999999,3.13,0.48,9.2,5.0
766,4729,,,,,,,,,,,,
767,1476,9.9,0.5,0.5,13.8,0.205,48.0,82.0,1.00242,3.16,0.75,8.8,5.0
768,1466,7.3,0.48,0.32,2.1,0.062,31.0,54.0,0.9972799999999999,3.3,0.65,10.0,7.0
769,3245,,,,,,,,,,,,
770,2428,,,,,,,,,,,,
771,1133,7.2,0.48,0.07,5.5,0.08900000000000001,10.0,18.0,0.99684,3.37,0.68,11.2,7.0
772,535,9.1,0.22,0.24,2.1,0.078,1.0,28.0,0.9990000000000001,3.41,0.87,10.3,6.0
773,272,10.9,0.37,0.58,4.0,0.071,17.0,65.0,0.99935,3.22,0.78,10.1,5.0
774,3580,,,,,,,,,,,,
775,1582,6.1,0.715,0.1,2.6,0.053,13.0,27.0,0.9936200000000001,3.57,0.5,11.9,5.0
776,1971,,,,,,,,,,,,
777,1784,,,,,,,,,,,,
778,4062,,,,,,,,,,,,
779,3922,,,,,,,,,,,,
780,4290,,,,,,,,,,,,
781,1903,,,,,,,,,,,,
782,2453,,,,,,,,,,,,
783,1201,7.9,0.34,0.36,1.9,0.065,5.0,10.0,0.99419,3.27,0.54,11.2,7.0
784,4311,,,,,,,,,,,,
785,2690,,,,,,,,,,,,
786,4133,,,,,,,,,,,,
787,3164,,,,,,,,,,,,
788,1161,8.8,0.45,0.43,1.4,0.076,12.0,21.0,0.99551,3.21,0.75,10.2,6.0
789,3071,,,,,,,,,,,,
790,1441,7.4,0.785,0.19,5.2,0.094,19.0,98.0,0.99713,3.16,0.52,9.56666666666667,6.0
791,4247,,,,,,,,,,,,
792,2961,,,,,,,,,,,,
793,4487,,,,,,,,,,,,
794,593,9.9,0.49,0.58,3.5,0.094,9.0,43.0,1.0004,3.29,0.58,9.0,5.0
795,2160,,,,,,,,,,,,
796,3118,,,,,,,,,,,,
797,3197,,,,,,,,,,,,
798,536,9.9,0.63,0.24,2.4,0.077,6.0,33.0,0.9974,3.09,0.57,9.4,5.0
799,2736,,,,,,,,,,,,
800,1677,,,,,,,,,,,,
801,4578,,,,,,,,,,,,
802,2825,,,,,,,,,,,,
803,584,11.8,0.33,0.49,3.4,0.09300000000000001,54.0,80.0,1.0002,3.3,0.76,10.7,7.0
804,3202,,,,,,,,,,,,
805,2161,,,,,,,,,,,,
806,149,8.2,0.4,0.44,2.8,0.08900000000000001,11.0,43.0,0.9975,3.53,0.61,10.5,6.0
807,4447,,,,,,,,,,,,
808,3584,,,,,,,,,,,,
809,740,8.3,0.76,0.29,4.2,0.075,12.0,16.0,0.9965,3.45,0.68,11.5,6.0
810,3689,,,,,,,,,,,,
811,3928,,,,,,,,,,,,
812,4712,,,,,,,,,,,,
813,2032,,,,,,,,,,,,
814,4533,,,,,,,,,,,,
815,1691,,,,,,,,,,,,
816,137,7.2,0.415,0.36,2.0,0.081,13.0,45.0,0.9972,3.48,0.64,9.2,5.0
817,2192,,,,,,,,,,,,
818,4337,,,,,,,,,,,,
819,4577,,,,,,,,,,,,
820,771,9.4,0.685,0.26,2.4,0.08199999999999999,23.0,143.0,0.9978,3.28,0.55,9.4,5.0
821,4431,,,,,,,,,,,,
822,1078,8.6,0.37,0.65,6.4,0.08,3.0,8.0,0.9981700000000001,3.27,0.58,11.0,5.0
823,3303,,,,,,,,,,,,
824,1172,9.7,0.42,0.46,2.1,0.07400000000000001,5.0,16.0,0.99649,3.27,0.74,12.3,6.0
825,662,7.2,0.57,0.06,1.6,0.076,9.0,27.0,0.9972,3.36,0.7,9.6,6.0
826,4470,,,,,,,,,,,,
827,2768,,,,,,,,,,,,
828,713,8.0,0.43,0.36,2.3,0.075,10.0,48.0,0.9976,3.34,0.46,9.4,5.0
829,4588,,,,,,,,,,,,
830,4097,,,,,,,,,,,,
831,4788,,,,,,,,,,,,
832,1228,5.1,0.42,0.0,1.8,0.044000000000000004,18.0,88.0,0.9915700000000001,3.68,0.73,13.6,7.0
833,4119,,,,,,,,,,,,
834,2939,,,,,,,,,,,,
835,4154,,,,,,,,,,,,
836,3868,,,,,,,,,,,,
837,158,7.1,0.68,0.0,2.2,0.073,12.0,22.0,0.9969,3.48,0.5,9.3,5.0
838,2779,,,,,,,,,,,,
839,4423,,,,,,,,,,,,
840,3904,,,,,,,,,,,,
841,2084,,,,,,,,,,,,
842,3170,,,,,,,,,,,,
843,986,9.8,0.34,0.39,1.4,0.066,3.0,7.0,0.9947,3.19,0.55,11.4,7.0
844,4663,,,,,,,,,,,,
845,1917,,,,,,,,,,,,
846,4502,,,,,,,,,,,,
847,4774,,,,,,,,,,,,
848,661,7.5,0.42,0.31,1.6,0.08,15.0,42.0,0.9978,3.31,0.64,9.0,5.0
849,2425,,,,,,,,,,,,
850,303,7.4,0.67,0.12,1.6,0.18600000000000003,5.0,21.0,0.996,3.39,0.54,9.5,5.0
851,1214,10.2,0.33,0.46,1.9,0.081,6.0,9.0,0.9962799999999999,3.1,0.48,10.4,6.0
852,2509,,,,,,,,,,,,
853,1251,7.5,0.58,0.14,2.2,0.077,27.0,60.0,0.9963,3.28,0.59,9.8,5.0
854,2382,,,,,,,,,,,,
855,4078,,,,,,,,,,,,
856,3671,,,,,,,,,,,,
857,4550,,,,,,,,,,,,
858,1101,7.4,0.49,0.27,2.1,0.071,14.0,25.0,0.9938799999999999,3.35,0.63,12.0,6.0
859,2995,,,,,,,,,,,,
860,939,6.2,0.46,0.17,1.6,0.073,7.0,11.0,0.99425,3.61,0.54,11.4,5.0
861,290,8.7,0.52,0.09,2.5,0.091,20.0,49.0,0.9976,3.34,0.86,10.6,7.0
862,3971,,,,,,,,,,,,
863,3214,,,,,,,,,,,,
864,2305,,,,,,,,,,,,
865,2271,,,,,,,,,,,,
866,4661,,,,,,,,,,,,
867,1077,8.6,0.37,0.65,6.4,0.08,3.0,8.0,0.9981700000000001,3.27,0.58,11.0,5.0
868,62,7.5,0.52,0.16,1.9,0.085,12.0,35.0,0.9968,3.38,0.62,9.5,7.0
869,1954,,,,,,,,,,,,
870,161,7.6,0.68,0.02,1.3,0.07200000000000001,9.0,20.0,0.9965,3.17,1.08,9.2,4.0
871,1013,7.5,0.71,0.0,1.6,0.092,22.0,31.0,0.99635,3.38,0.58,10.0,6.0
872,433,12.3,0.39,0.63,2.3,0.091,6.0,18.0,1.0004,3.16,0.49,9.5,5.0
873,1620,,,,,,,,,,,,
874,2201,,,,,,,,,,,,
875,3552,,,,,,,,,,,,
876,3731,,,,,,,,,,,,
877,1788,,,,,,,,,,,,
878,1698,,,,,,,,,,,,
879,120,7.3,1.07,0.09,1.7,0.17800000000000002,10.0,89.0,0.9962,3.3,0.57,9.0,5.0
880,2270,,,,,,,,,,,,
881,160,7.6,0.95,0.03,2.0,0.09,7.0,20.0,0.9959,3.2,0.56,9.6,5.0
882,2579,,,,,,,,,,,,
883,2214,,,,,,,,,,,,
884,2187,,,,,,,,,,,,
885,1451,7.8,0.32,0.44,2.7,0.10400000000000001,8.0,17.0,0.9973200000000001,3.33,0.78,11.0,7.0
886,3756,,,,,,,,,,,,
887,3320,,,,,,,,,,,,
888,1591,5.4,0.74,0.09,1.7,0.08900000000000001,16.0,26.0,0.9940200000000001,3.67,0.56,11.6,6.0
889,4681,,,,,,,,,,,,
890,2549,,,,,,,,,,,,
891,951,8.3,0.28,0.48,2.1,0.09300000000000001,6.0,12.0,0.99408,3.26,0.62,12.4,7.0
892,1325,6.7,0.46,0.24,1.7,0.077,18.0,34.0,0.9948,3.39,0.6,10.6,6.0
893,1429,7.9,0.18,0.4,2.2,0.049,38.0,67.0,0.996,3.33,0.93,11.3,5.0
894,221,7.4,0.53,0.26,2.0,0.10099999999999999,16.0,72.0,0.9957,3.15,0.57,9.4,5.0
895,608,10.1,0.65,0.37,5.1,0.11,11.0,65.0,1.0026,3.32,0.64,10.4,6.0
896,1548,11.2,0.4,0.5,2.0,0.099,19.0,50.0,0.9978299999999999,3.1,0.58,10.4,5.0
897,2094,,,,,,,,,,,,
898,3073,,,,,,,,,,,,
899,4873,,,,,,,,,,,,
900,4035,,,,,,,,,,,,
901,154,7.1,0.43,0.42,5.5,0.07,29.0,129.0,0.9973,3.42,0.72,10.5,5.0
902,2777,,,,,,,,,,,,
903,330,10.2,0.36,0.64,2.9,0.122,10.0,41.0,0.998,3.23,0.66,12.5,6.0
904,921,8.4,0.36,0.32,2.2,0.081,32.0,79.0,0.9964,3.3,0.72,11.0,6.0
905,4068,,,,,,,,,,,,
906,277,11.5,0.18,0.51,4.0,0.10400000000000001,4.0,23.0,0.9996,3.28,0.97,10.1,6.0
907,4564,,,,,,,,,,,,
908,2941,,,,,,,,,,,,
909,2946,,,,,,,,,,,,
910,2681,,,,,,,,,,,,
911,4362,,,,,,,,,,,,
912,408,10.4,0.34,0.58,3.7,0.174,6.0,16.0,0.997,3.19,0.7,11.3,6.0
913,1359,11.6,0.475,0.4,1.4,0.091,6.0,28.0,0.9970399999999999,3.07,0.65,10.0333333333333,6.0
914,449,11.9,0.39,0.69,2.8,0.095,17.0,35.0,0.9994,3.1,0.61,10.8,6.0
915,3483,,,,,,,,,,,,
916,2664,,,,,,,,,,,,
917,2349,,,,,,,,,,,,
918,840,11.1,0.42,0.47,2.65,0.085,9.0,34.0,0.99736,3.24,0.77,12.1,7.0
919,4700,,,,,,,,,,,,
920,2982,,,,,,,,,,,,
921,2073,,,,,,,,,,,,
922,3523,,,,,,,,,,,,
923,1902,,,,,,,,,,,,
924,4674,,,,,,,,,,,,
925,940,9.6,0.33,0.52,2.2,0.07400000000000001,13.0,25.0,0.9950899999999999,3.36,0.76,12.4,7.0
926,3023,,,,,,,,,,,,
927,2030,,,,,,,,,,,,
928,848,6.4,0.64,0.21,1.8,0.081,14.0,31.0,0.9968899999999999,3.59,0.66,9.8,5.0
929,297,7.1,0.63,0.06,2.0,0.083,8.0,29.0,0.99855,3.67,0.73,9.6,5.0
930,1352,7.6,0.645,0.03,1.9,0.086,14.0,57.0,0.9969,3.37,0.46,10.3,5.0
931,883,7.2,0.6,0.04,2.5,0.076,18.0,88.0,0.99745,3.53,0.55,9.5,5.0
932,2141,,,,,,,,,,,,
933,4455,,,,,,,,,,,,
934,3895,,,,,,,,,,,,
935,1439,7.3,0.67,0.02,2.2,0.07200000000000001,31.0,92.0,0.99566,3.32,0.68,11.066666666666698,6.0
936,1550,7.1,0.68,0.0,2.3,0.087,17.0,26.0,0.9978299999999999,3.45,0.53,9.5,5.0
937,988,7.7,0.39,0.12,1.7,0.09699999999999999,19.0,27.0,0.9959600000000001,3.16,0.49,9.4,5.0
